,rel,head,tail,misc,misc2,score_grammar_1,score_no_grammar_1,score_grammar_2,score_no_grammar_2,score_grammar_3,score_no_grammar_3,score_grammar_4,score_no_grammar_4,score_grammar_5,score_no_grammar_5,score_grammar_6,score_no_grammar_6,score_grammar_7,score_no_grammar_7,score_grammar_8,score_no_grammar_8,score_grammar_9,score_no_grammar_9,score_grammar_10,score_no_grammar_10,top_100,rank_grammar_1,rank_no_grammar_1,rank_grammar_2,rank_no_grammar_2,rank_grammar_3,rank_no_grammar_3,rank_grammar_4,rank_no_grammar_4,rank_grammar_5,rank_no_grammar_5,rank_grammar_6,rank_no_grammar_6,rank_grammar_7,rank_no_grammar_7,rank_grammar_8,rank_no_grammar_8,rank_grammar_9,rank_no_grammar_9,rank_grammar_10,rank_no_grammar_10,Josh-Rating,Joe-Rating,Avg-Rating
1315,IsA,punk rock,hardcore,26,0.34460987544699995,8.524954557418823,5.881579399108887,2.380432605743408,-2.15098237991333,-3.764089345932007,-10.183544158935547,-9.908611297607422,-18.216105937957764,-16.053133249282837,-26.24866771697998,-22.197655200958252,-34.2812294960022,-28.342177152633667,-42.313791275024414,-34.48669910430908,-50.34635305404663,-40.6312210559845,-58.37891483306885,-46.77574300765991,-66.41147661209106,True,21.0,196.0,31.0,77.0,42.0,64.0,57.0,62.0,64.0,64.0,73.0,67.0,83.0,66.0,89.0,67.0,91.0,70.0,93.0,72.0,,,
1321,IsA,candidate,incumbent president,7,0.325577821508,4.7419180870056135,5.491786956787111,-0.6967878341674822,-4.039803504943846,-6.135493755340578,-13.571393966674803,-11.574199676513674,-23.10298442840576,-17.012905597686768,-32.63457489013672,-22.451611518859863,-42.166165351867676,-27.89031744003296,-51.69775581359863,-33.329023361206055,-61.22934627532959,-38.76772928237915,-70.76093673706055,-44.206435203552246,-80.2925271987915,True,259.0,246.0,112.0,163.0,89.0,163.0,83.0,178.0,84.0,188.0,81.0,205.0,73.0,209.0,74.0,213.0,74.0,216.0,72.0,220.0,3.0,4.0,3.5
1335,IsA,commanding officer,admiral,14,0.28899305981400003,6.418268203735352,3.1243467330932617,0.1727733612060547,-8.022703170776367,-6.072721481323242,-19.169753074645996,-12.318216323852539,-30.316802978515625,-18.563711166381836,-41.463852882385254,-24.809206008911133,-52.61090278625488,-31.05470085144043,-63.75795269012451,-37.30019569396973,-74.90500259399414,-43.54569053649902,-86.05205249786377,-49.79118537902832,-97.1991024017334,True,106.0,755.0,76.0,552.0,87.0,532.0,95.0,545.0,102.0,555.0,105.0,562.0,108.0,560.0,111.0,559.0,114.0,560.0,117.0,560.0,3.0,3.0,3.0
1336,IsA,legitimate son,heir,19,0.287809315138,9.624335527420046,3.2801127433776855,5.529847145080568,-10.063041687011719,1.4353587627410906,-23.406196117401123,-2.659129619598387,-36.74935054779053,-6.753618001937864,-50.09250497817993,-10.848106384277342,-63.435659408569336,-14.94259476661682,-76.77881383895874,-19.0370831489563,-90.12196826934814,-23.131571531295776,-103.46512269973755,-27.226059913635254,-116.80827713012695,True,9.0,694.0,5.0,905.0,7.0,1033.0,9.0,1104.0,9.0,1133.0,11.0,1159.0,14.0,1176.0,15.0,1189.0,16.0,1197.0,16.0,1206.0,3.0,4.0,3.5
1337,IsA,province,southwestern part,12,0.286730586469,2.491044521331787,8.034390449523926,-9.38252305984497,-2.802290916442871,-21.25609064102173,-13.638972282409668,-33.129658222198486,-24.475653648376465,-45.003225803375244,-35.31233501434326,-56.876793384552,-46.14901638031006,-68.75036096572876,-56.985697746276855,-80.62392854690552,-67.82237911224365,-92.49749612808228,-78.65906047821045,-104.37106370925903,-89.49574184417725,True,787.0,52.0,1232.0,97.0,1409.0,166.0,1505.0,232.0,1556.0,279.0,1591.0,328.0,1615.0,344.0,1634.0,361.0,1638.0,375.0,1644.0,389.0,,,
1352,IsA,hockey league,nhl,188,0.257922577936,3.7893285751342773,7.1582441329956055,-5.184025764465332,-1.260890007019043,-14.157380104064941,-9.680024147033691,-23.13073444366455,-18.09915828704834,-32.10408878326416,-26.51829242706299,-41.07744312286377,-34.93742656707764,-50.05079746246338,-43.356560707092285,-59.02415180206299,-51.775694847106934,-67.9975061416626,-60.19482898712158,-76.9708604812622,-68.61396312713623,True,423.0,92.0,459.0,43.0,516.0,48.0,554.0,58.0,573.0,72.0,586.0,78.0,600.0,83.0,609.0,86.0,618.0,88.0,622.0,87.0,,,
1374,IsA,bombing,war crime,7,0.195800375911,6.425799369812012,4.8505144119262695,1.8233776092529297,-5.590258598327637,-2.7790441513061523,-16.031031608581543,-7.381465911865234,-26.47180461883545,-11.983887672424316,-36.912577629089355,-16.5863094329834,-47.35335063934326,-21.18873119354248,-57.79412364959717,-25.791152954101562,-68.23489665985107,-30.393574714660645,-78.67566967010498,-34.99599647521973,-89.11644268035889,True,105.0,331.0,37.0,267.0,34.0,292.0,35.0,324.0,32.0,345.0,33.0,355.0,35.0,365.0,34.0,372.0,36.0,376.0,36.0,384.0,3.0,1.0,2.0
1375,IsA,database,query language,8,0.186784694147,6.297575950622559,7.554584503173828,0.1415557861328125,-1.6778459548950195,-6.014464378356934,-10.910276412963867,-12.17048454284668,-20.142706871032715,-18.326504707336426,-29.375137329101562,-24.482524871826172,-38.60756778717041,-30.638545036315918,-47.83999824523926,-36.794565200805664,-57.072428703308105,-42.95058536529541,-66.30485916137695,-49.106605529785156,-75.5372896194458,True,115.0,73.0,77.0,57.0,86.0,82.0,94.0,107.0,99.0,119.0,104.0,129.0,104.0,139.0,105.0,146.0,106.0,157.0,108.0,167.0,2.0,3.0,2.5
1378,IsA,painting,subject matter,14,0.176072879971,4.404763221740723,6.901034355163573,-2.5659890174865723,-0.15009260177612482,-9.536741256713867,-7.201219558715824,-16.507493495941162,-14.252346515655521,-23.478245735168457,-21.303473472595222,-30.448997974395752,-28.35460042953492,-37.41975021362305,-35.40572738647462,-44.39050245285034,-42.456854343414314,-51.36125469207764,-49.50798130035401,-58.33200693130493,-56.559108257293715,True,311.0,103.0,223.0,29.0,219.0,25.0,223.0,25.0,224.0,25.0,226.0,26.0,224.0,27.0,223.0,26.0,224.0,27.0,226.0,27.0,,,
1381,IsA,basketball,volleyball court,15,0.17070164662300005,6.532178163528442,-0.28469228744507014,-0.22542619705200195,-15.765165805816654,-6.983030557632446,-31.24563932418824,-13.74063491821289,-46.72611284255982,-20.498239278793335,-62.20658636093141,-27.25584363937378,-77.68705987930299,-34.013447999954224,-93.16753339767457,-40.77105236053467,-108.64800691604616,-47.52865672111511,-124.12848043441775,-54.28626108169556,-139.60895395278934,True,98.0,2185.0,97.0,2191.0,114.0,2153.0,131.0,2123.0,138.0,2105.0,149.0,2089.0,153.0,2084.0,158.0,2084.0,162.0,2079.0,167.0,2080.0,,,
1387,IsA,power plant,coal,7,0.150094706188,1.1925644874572754,8.178427696228027,-6.682455539703369,-0.8066320419311523,-14.557475566864014,-9.791691780090332,-22.432495594024658,-18.77675151824951,-30.307515621185303,-27.76181125640869,-38.18253564834595,-36.74687099456787,-46.05755567550659,-45.73193073272705,-53.932575702667236,-54.71699047088623,-61.80759572982788,-63.70205020904541,-69.68261575698853,-72.68710994720459,True,1325.0,46.0,684.0,37.0,561.0,51.0,503.0,81.0,467.0,89.0,456.0,99.0,443.0,105.0,432.0,114.0,419.0,123.0,415.0,126.0,2.0,1.0,1.5
1396,IsA,fictional character,protagonist,23,0.138117176695,3.9816367626190186,4.151022672653198,-1.4570178985595703,-5.860626220703125,-6.895672559738159,-15.872275114059448,-12.334327220916748,-25.88392400741577,-17.772981882095337,-35.895572900772095,-23.211636543273926,-45.90722179412842,-28.650291204452515,-55.91887068748474,-34.0889458656311,-65.93051958084106,-39.52760052680969,-75.94216847419739,-44.96625518798828,-85.95381736755371,True,382.0,476.0,159.0,282.0,110.0,283.0,97.0,291.0,91.0,300.0,89.0,317.0,87.0,327.0,79.0,325.0,80.0,326.0,78.0,328.0,,,
1420,IsA,store,trading post,7,0.0943173229883,5.294567584991455,4.744419574737549,1.345141887664795,-6.801746368408203,-2.6042838096618652,-18.347912311553955,-6.553709506988525,-29.894078254699707,-10.503135204315186,-41.44024419784546,-14.452560901641846,-52.98641014099121,-18.401986598968506,-64.53257608413696,-22.351412296295166,-76.07874202728271,-26.300837993621826,-87.62490797042847,-30.250263690948486,-99.17107391357422,True,194.0,351.0,48.0,376.0,32.0,456.0,26.0,520.0,24.0,554.0,22.0,579.0,22.0,591.0,23.0,600.0,23.0,615.0,23.0,623.0,,,
1424,IsA,album,progressive rock,88,0.0874128091353,3.846073865890503,7.42553448677063,-4.776468992233276,-1.3120789527893066,-13.399011850357056,-10.049692392349243,-22.021554708480835,-18.78730583190918,-30.644097566604614,-27.524919271469116,-39.266640424728394,-36.26253271102905,-47.88918328285217,-45.00014615058899,-56.51172614097595,-53.737759590148926,-65.13426899909973,-62.47537302970886,-73.75681185722351,-71.2129864692688,True,413.0,80.0,414.0,45.0,445.0,61.0,471.0,82.0,492.0,87.0,500.0,90.0,510.0,95.0,518.0,97.0,523.0,104.0,529.0,109.0,3.0,3.0,3.0
1445,IsA,electric charge,current,9,0.0524578864464,7.752530097961426,1.747847080230713,5.005943298339844,-8.751900672912598,2.2593564987182617,-19.251648426055908,-0.4872303009033203,-29.75139617919922,-3.2338171005249023,-40.25114393234253,-5.980403900146484,-50.75089168548584,-8.726990699768066,-61.25063943862915,-11.473577499389648,-71.75038719177246,-14.22016429901123,-82.25013494491577,-16.966751098632812,-92.74988269805908,True,38.0,1289.0,6.0,650.0,5.0,545.0,6.0,510.0,5.0,484.0,4.0,472.0,4.0,467.0,4.0,461.0,5.0,461.0,5.0,460.0,4.0,4.0,4.0
1456,IsA,demand,marginal utility,11,0.042611642732,3.9190664291381836,9.0702064037323,-3.405831813812256,-0.4226398468017578,-10.730730056762695,-9.915486097335815,-18.055628299713135,-19.408332347869873,-25.380526542663574,-28.90117859840393,-32.705424785614014,-38.39402484893799,-40.03032302856445,-47.886871099472046,-47.35522127151489,-57.3797173500061,-54.68011951446533,-66.87256360054016,-62.00501775741577,-76.36540985107422,True,394.0,24.0,289.0,31.0,280.0,56.0,271.0,89.0,269.0,108.0,274.0,123.0,272.0,140.0,275.0,154.0,275.0,167.0,277.0,172.0,1.0,0.0,0.5
1491,IsA,garden,public park,7,0.00447518996283,-1.4837408065795898,5.6990320682525635,-13.176490306854248,-2.2014102935791016,-24.869239807128906,-10.101852655410767,-36.561989307403564,-18.00229501724243,-48.25473880767822,-25.902737379074097,-59.94748830795288,-33.80317974090576,-71.64023780822754,-41.70362210273743,-83.3329873085022,-49.60406446456909,-95.02573680877686,-57.50450682640076,-106.71848630905151,-65.40494918823242,True,2574.0,224.0,2127.0,79.0,1954.0,62.0,1871.0,52.0,1836.0,61.0,1804.0,64.0,1787.0,65.0,1769.0,65.0,1757.0,65.0,1746.0,66.0,3.0,3.0,3.0
1501,HasA,electric bass,double bass,15,0.978933646502,7.280293941497803,4.435398101806641,3.1787843704223633,-5.567039489746094,-0.9227252006530762,-15.569477081298828,-5.024234771728516,-25.571914672851562,-9.125744342803955,-35.5743522644043,-13.227253913879395,-45.57678985595703,-17.328763484954834,-55.579227447509766,-21.430273056030273,-65.5816650390625,-25.531782627105713,-75.58410263061523,-29.633292198181152,-85.58654022216797,True,58.0,419.0,17.0,263.0,16.0,263.0,17.0,275.0,19.0,294.0,21.0,303.0,21.0,313.0,21.0,321.0,21.0,319.0,21.0,318.0,1.0,1.0,1.0
1504,HasA,the city,industrial center,26,0.922242741464,4.260291814804077,2.4401895999908447,-0.4793555736541748,-6.6133949756622314,-5.219002962112427,-15.666979551315308,-9.958650350570679,-24.720564126968384,-14.69829773902893,-33.77414870262146,-19.437945127487183,-42.827733278274536,-24.177592515945435,-51.88131785392761,-28.917239904403687,-60.93490242958069,-33.65688729286194,-69.98848700523376,-38.39653468132019,-79.04207158088684,True,333.0,1018.0,105.0,355.0,70.0,271.0,59.0,245.0,53.0,229.0,53.0,216.0,51.0,213.0,50.0,209.0,48.0,206.0,48.0,205.0,4.0,4.0,4.0
1512,HasA,company,different name,8,0.729145255696,0.29938793182373047,6.162487983703613,-6.106498956680298,-2.171584129333496,-12.512385845184326,-10.505656242370605,-18.918272733688354,-18.839728355407715,-25.324159622192383,-27.173800468444824,-31.73004651069641,-35.507872581481934,-38.13593339920044,-43.84194469451904,-44.54182028770447,-52.17601680755615,-50.947707176208496,-60.51008892059326,-57.353594064712524,-68.84416103363037,True,1813.0,161.0,597.0,78.0,372.0,74.0,311.0,83.0,267.0,80.0,252.0,83.0,239.0,85.0,225.0,89.0,218.0,89.0,212.0,88.0,,,
1513,HasA,hand,index finger,30,0.7248087796279999,7.026857376098633,8.454373359680176,3.0123534202575684,1.472433090209961,-1.002150535583496,-5.509507179260254,-5.0166544914245605,-12.491447448730469,-9.031158447265625,-19.473387718200684,-13.04566240310669,-26.4553279876709,-17.060166358947754,-33.43726825714111,-21.07467031478882,-40.41920852661133,-25.089174270629883,-47.40114879608154,-29.103678226470947,-54.38308906555176,True,70.0,39.0,20.0,14.0,17.0,15.0,16.0,15.0,17.0,15.0,19.0,18.0,19.0,18.0,19.0,19.0,19.0,20.0,19.0,20.0,4.0,4.0,4.0
1515,HasA,film,climactic scene,7,0.696610883397,2.0172955989837646,11.388163328170775,-9.343888521194458,-3.100643157958988,-20.70507264137268,-17.589449644088752,-32.0662567615509,-32.07825613021851,-43.427440881729126,-46.56706261634828,-54.78862500190735,-61.05586910247804,-66.14980912208557,-75.5446755886078,-77.5109932422638,-90.03348207473756,-88.87217736244202,-104.52228856086734,-100.23336148262024,-119.0110950469971,True,964.0,6.0,1226.0,115.0,1331.0,394.0,1400.0,685.0,1427.0,862.0,1445.0,990.0,1459.0,1116.0,1469.0,1186.0,1475.0,1247.0,1486.0,1296.0,,,
1516,HasA,soil,organic matter,69,0.675219334862,5.802123308181762,7.207190275192261,-0.562568664550783,-0.6651840209960938,-6.927260637283329,-8.537558317184448,-13.291952610015873,-16.409932613372803,-19.656644582748417,-24.282306909561157,-26.021336555480964,-32.15468120574951,-32.38602852821351,-40.027055501937866,-38.75072050094605,-47.89942979812622,-45.115412473678596,-55.771804094314575,-51.48010444641114,-63.64417839050293,True,144.0,89.0,107.0,35.0,112.0,32.0,119.0,39.0,121.0,37.0,122.0,44.0,125.0,46.0,127.0,55.0,132.0,57.0,132.0,58.0,4.0,4.0,4.0
1517,HasA,an officer,duty,11,0.673101721563,4.360038995742798,5.052387475967407,2.090113878250123,2.3762307167053223,-0.17981123924255193,-0.2999260425567627,-2.4497363567352277,-2.9760828018188477,-4.7196614742279035,-5.652239561080933,-6.9895865917205775,-8.328396320343018,-9.259511709213253,-11.004553079605103,-11.529436826705929,-13.680709838867188,-13.799361944198605,-16.356866598129272,-16.06928706169128,-19.033023357391357,True,317.0,304.0,35.0,7.0,11.0,2.0,7.0,1.0,7.0,1.0,6.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0
1520,HasA,the family,problem,7,0.6654073852310001,-0.23267555236816406,0.10508251190185547,-6.381133079528809,-6.821293592453003,-12.529590606689453,-13.747669696807861,-18.678048133850098,-20.67404580116272,-24.826505661010742,-27.600421905517578,-30.974963188171387,-34.52679800987244,-37.12342071533203,-41.453174114227295,-43.271878242492676,-48.37955021858215,-49.42033576965332,-55.30592632293701,-55.568793296813965,-62.23230242729187,True,2084.0,2025.0,640.0,380.0,375.0,174.0,297.0,116.0,258.0,88.0,237.0,71.0,219.0,63.0,203.0,58.0,197.0,55.0,190.0,50.0,3.0,4.0,3.5
1522,HasA,northern hemisphere,south,9,0.633669670387,4.836250305175781,5.490045070648193,-4.043258190155029,-2.5626726150512695,-12.92276668548584,-10.615390300750732,-21.80227518081665,-18.668107986450195,-30.68178367614746,-26.720825672149658,-39.56129217147827,-34.77354335784912,-48.44080066680908,-42.826261043548584,-57.32030916213989,-50.87897872924805,-66.1998176574707,-58.93169641494751,-75.07932615280151,-66.98441410064697,True,247.0,248.0,344.0,90.0,411.0,76.0,453.0,75.0,495.0,75.0,515.0,76.0,533.0,73.0,549.0,74.0,556.0,75.0,563.0,78.0,,,
1536,HasA,the plane,ground,52,0.492772126001,1.1000535488128662,1.669358730316162,-6.758388996124268,-4.994808912277222,-14.616831541061401,-11.658976554870605,-22.475274085998535,-18.32314419746399,-30.33371663093567,-24.987311840057373,-38.1921591758728,-31.651479482650757,-46.05060172080994,-38.31564712524414,-53.90904426574707,-44.979814767837524,-61.767486810684204,-51.64398241043091,-69.62592935562134,-58.30815005302429,True,1394.0,1337.0,707.0,226.0,566.0,105.0,507.0,66.0,471.0,47.0,458.0,39.0,442.0,38.0,431.0,38.0,418.0,36.0,414.0,33.0,,,
1539,HasA,an album,time,36,0.44120709298,0.14271068572998047,-0.010474681854248047,-6.296031475067139,-7.388638734817505,-12.734773635864258,-14.766802787780762,-19.173515796661377,-22.14496684074402,-25.612257957458496,-29.523130893707275,-32.051000118255615,-36.90129494667053,-38.489742279052734,-44.27945899963379,-44.92848443984985,-51.657623052597046,-51.36722660064697,-59.0357871055603,-57.80596876144409,-66.41395115852356,True,1894.0,2067.0,622.0,456.0,396.0,222.0,321.0,143.0,281.0,122.0,258.0,103.0,245.0,92.0,233.0,85.0,225.0,79.0,221.0,73.0,4.0,3.0,3.5
1545,HasA,an office,name,7,0.415396514305,0.0859689712524414,2.1009280681610107,-3.971741199493408,-4.606820583343506,-8.029451370239258,-11.314569234848022,-12.087161540985107,-18.02231788635254,-16.144871711730957,-24.730066537857056,-20.202581882476807,-31.437815189361572,-24.260292053222656,-38.14556384086609,-28.318002223968506,-44.853312492370605,-32.375712394714355,-51.56106114387512,-36.433422565460205,-58.26880979537964,True,1927.0,1154.0,336.0,199.0,149.0,96.0,89.0,54.0,66.0,42.0,56.0,37.0,53.0,36.0,45.0,35.0,41.0,34.0,39.0,32.0,3.0,4.0,3.5
1552,HasA,the country,political stability,8,0.38369732239,6.363933324813842,6.743101596832275,-1.1372363567352313,0.3048214912414551,-8.638406038284305,-6.133458614349365,-16.139575719833378,-12.571738719940186,-23.640745401382453,-19.010018825531006,-31.141915082931526,-25.448298931121826,-38.6430847644806,-31.886579036712646,-46.14425444602967,-38.32485914230347,-53.64542412757875,-44.76313924789429,-61.14659380912782,-51.20141935348511,True,110.0,110.0,137.0,23.0,172.0,16.0,206.0,16.0,230.0,14.0,242.0,14.0,248.0,15.0,253.0,15.0,259.0,15.0,268.0,14.0,3.0,3.0,3.0
1559,HasA,hospital,acute care,13,0.350180819316,5.845337390899658,3.935136318206787,-0.030712127685546875,-7.720773696899414,-5.906761646270752,-19.376683712005615,-11.782811164855957,-31.032593727111816,-17.658860683441162,-42.68850374221802,-23.534910202026367,-54.34441375732422,-29.410959720611572,-66.00032377243042,-35.28700923919678,-77.65623378753662,-41.16305875778198,-89.31214380264282,-47.03910827636719,-100.96805381774902,True,139.0,530.0,86.0,506.0,83.0,559.0,87.0,601.0,88.0,627.0,92.0,635.0,94.0,651.0,95.0,657.0,97.0,661.0,98.0,665.0,4.0,4.0,4.0
1571,HasA,the base,foot,10,0.294800215788,-0.4198598861694336,0.5834591388702393,-8.78207015991211,-7.299099922180176,-17.144280433654785,-15.18165898323059,-25.50649070739746,-23.064218044281006,-33.86870098114014,-30.94677710533142,-42.23091125488281,-38.829336166381836,-50.59312152862549,-46.71189522743225,-58.955331802368164,-54.594454288482666,-67.31754207611084,-62.47701334953308,-75.67975234985352,-70.3595724105835,True,2175.0,1831.0,1088.0,442.0,861.0,243.0,767.0,175.0,704.0,150.0,648.0,134.0,623.0,119.0,606.0,112.0,597.0,105.0,587.0,100.0,,,
1577,HasA,the player,game,765,0.264177377395,3.0253474712371826,2.4894649982452393,-2.2385599613189697,-3.6187093257904053,-7.502467393875122,-9.72688364982605,-12.766374826431274,-15.835057973861694,-18.030282258987427,-21.94323229789734,-23.29418969154358,-28.051406621932983,-28.55809712409973,-34.15958094596863,-33.822004556655884,-40.26775527000427,-39.085911989212036,-46.37592959403992,-44.34981942176819,-52.48410391807556,True,620.0,994.0,199.0,134.0,132.0,50.0,102.0,34.0,95.0,27.0,91.0,24.0,86.0,21.0,77.0,18.0,76.0,16.0,74.0,16.0,4.0,4.0,4.0
1587,HasA,limited partnership,limited liability,8,0.243738715341,12.464958190917969,11.977400779724121,8.453991413116455,5.533596992492676,4.443024635314941,-0.9102067947387695,0.43205785751342773,-7.354010581970215,-3.578908920288086,-13.79781436920166,-7.5898756980896,-20.241618156433105,-11.600842475891113,-26.68542194366455,-15.611809253692627,-33.129225730895996,-19.62277603149414,-39.57302951812744,-23.633742809295654,-46.01683330535889,True,1.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,9.0,8.0,9.0,10.0,10.0,4.0,4.0,4.0
1590,HasA,episode,air date,12,0.218828700629,6.4848897457122785,12.9286208152771,2.061884641647337,7.601326942443848,-2.3611204624176043,2.2740330696105957,-6.784125566482546,-3.0532608032226562,-11.207130670547487,-8.380554676055908,-15.630135774612429,-13.70784854888916,-20.053140878677368,-19.035142421722412,-24.47614598274231,-24.362436294555664,-28.89915108680725,-29.689730167388916,-33.32215619087219,-35.01702404022217,True,101.0,3.0,36.0,1.0,30.0,1.0,29.0,2.0,29.0,2.0,28.0,3.0,28.0,3.0,29.0,4.0,29.0,4.0,29.0,4.0,4.0,4.0,4.0
1595,HasA,armoured brigade,infantry,7,0.202373135301,7.10252046585083,2.5291271209716815,1.2115230560302734,-10.075574874877926,-4.679474353790283,-22.680276870727532,-10.57047176361084,-35.28497886657714,-16.461469173431396,-47.88968086242675,-22.352466583251953,-60.49438285827635,-28.24346399307251,-73.09908485412596,-34.134461402893066,-85.70378684997557,-40.02545881271362,-98.30848884582518,-45.91645622253418,-110.91319084167479,True,66.0,973.0,52.0,908.0,62.0,933.0,66.0,954.0,71.0,960.0,77.0,969.0,80.0,971.0,83.0,977.0,84.0,983.0,85.0,988.0,,,
1609,HasA,the state,convention,66,0.165802873744,3.4137463569641113,1.149909257888794,-2.9501078128814697,-6.714848518371582,-9.31396198272705,-14.579606294631958,-15.677816152572632,-22.444364070892334,-22.041670322418213,-30.30912184715271,-28.405524492263794,-38.173879623413086,-34.769378662109375,-46.03863739967346,-41.133232831954956,-53.90339517593384,-47.49708700180054,-61.768152952194214,-53.86094117164612,-69.63291072845459,True,512.0,1574.0,250.0,365.0,210.0,210.0,187.0,158.0,178.0,133.0,172.0,121.0,170.0,109.0,167.0,101.0,161.0,96.0,161.0,93.0,3.0,3.0,3.0
1611,HasA,an example,continuity,9,0.161877930549,0.4589083194732666,3.126530647277832,-6.791740655899048,-3.737865924835205,-14.042389631271362,-10.602262496948242,-21.293038606643677,-17.46665906906128,-28.54368758201599,-24.331055641174316,-35.794336557388306,-31.195452213287354,-43.04498553276062,-38.05984878540039,-50.295634508132935,-44.92424535751343,-57.54628348350525,-51.788641929626465,-64.79693245887756,-58.6530385017395,True,1724.0,751.0,714.0,144.0,507.0,75.0,419.0,41.0,385.0,38.0,353.0,36.0,335.0,35.0,327.0,37.0,317.0,37.0,315.0,36.0,3.0,0.0,1.5
1615,HasA,the violin,viola,38,0.155139049324,5.060686826705933,5.166192531585693,-0.11163997650146484,-0.002074718475341797,-5.283966779708862,-5.170341968536377,-10.45629358291626,-10.338609218597412,-15.628620386123657,-15.506876468658447,-20.800947189331055,-20.675143718719482,-25.973273992538452,-25.843410968780518,-31.14560079574585,-31.011678218841553,-36.31792759895325,-36.17994546890259,-41.490254402160645,-41.34821271896362,True,224.0,286.0,88.0,26.0,71.0,12.0,65.0,7.0,59.0,7.0,58.0,7.0,58.0,6.0,59.0,6.0,58.0,6.0,57.0,6.0,1.0,1.0,1.0
1626,HasA,the harbour,island,13,0.14130607810999998,2.9255950450897217,0.8852250576019287,0.023998260498046875,-7.475339889526367,-2.877598524093628,-15.835904836654663,-5.779195308685303,-24.19646978378296,-8.680792093276978,-32.557034730911255,-11.582388877868652,-40.91759967803955,-14.483985662460327,-49.27816462516785,-17.385582447052002,-57.63872957229614,-20.287179231643677,-65.99929451942444,-23.18877601623535,-74.35985946655273,True,650.0,1684.0,81.0,465.0,35.0,278.0,21.0,220.0,16.0,186.0,14.0,173.0,12.0,163.0,11.0,160.0,10.0,151.0,9.0,144.0,3.0,1.0,2.0
1638,HasA,the city,administrator,29,0.121792560701,-1.2850515842437744,-0.16161227226257324,-9.007152795791626,-7.871221542358398,-16.729254007339478,-15.580830812454224,-24.45135521888733,-23.29044008255005,-32.17345643043518,-31.000049352645874,-39.89555764198303,-38.7096586227417,-47.617658853530884,-46.419267892837524,-55.339760065078735,-54.12887716293335,-63.06186127662659,-61.838486433029175,-70.78396248817444,-69.548095703125,True,2517.0,2131.0,1143.0,524.0,809.0,264.0,649.0,184.0,576.0,151.0,535.0,131.0,500.0,115.0,478.0,104.0,456.0,98.0,447.0,91.0,,,
1647,HasA,flag,naval ensign,13,0.104672644176,3.524843692779541,7.712245941162109,-2.9782681465148926,0.3106546401977539,-9.481379985809326,-7.090936660766602,-15.98449182510376,-14.492527961730957,-22.487603664398193,-21.894119262695312,-28.990715503692627,-29.295710563659668,-35.49382734298706,-36.69730186462402,-41.996939182281494,-44.09889316558838,-48.50005102157593,-51.500484466552734,-55.00316286087036,-58.90207576751709,True,484.0,67.0,254.0,22.0,216.0,24.0,201.0,28.0,188.0,26.0,187.0,30.0,188.0,30.0,183.0,31.0,181.0,33.0,179.0,37.0,,,
1654,HasA,the town,landmark,47,0.097293393368,-0.22660326957702637,1.1591193675994873,-5.406308650970459,-5.891028642654419,-10.586014032363892,-12.941176652908325,-15.765719413757324,-19.99132466316223,-20.945424795150757,-27.041472673416138,-26.12513017654419,-34.091620683670044,-31.304835557937622,-41.14176869392395,-36.484540939331055,-48.191916704177856,-41.66424632072449,-55.24206471443176,-46.84395170211792,-62.29221272468567,True,2080.0,1568.0,490.0,285.0,274.0,138.0,193.0,103.0,149.0,79.0,126.0,66.0,112.0,61.0,104.0,56.0,102.0,54.0,94.0,51.0,4.0,4.0,4.0
1698,HasA,general manager,position,29,0.0520289301041,3.3229565620422363,4.485738515853882,-2.6689209938049316,-2.993758201599121,-8.6607985496521,-10.473254919052124,-14.652676105499268,-17.952751636505127,-20.644553661346436,-25.43224835395813,-26.636431217193604,-32.91174507141113,-32.62830877304077,-40.391241788864136,-38.62018632888794,-47.87073850631714,-44.61206388473511,-55.35023522377014,-50.603941440582275,-62.829731941223145,True,541.0,410.0,234.0,110.0,175.0,71.0,149.0,51.0,142.0,53.0,133.0,51.0,129.0,53.0,124.0,54.0,121.0,56.0,121.0,55.0,4.0,4.0,4.0
1707,HasA,the surface,bone,11,0.0431095936337,0.27689361572265625,1.4699492454528809,-8.201519966125488,-5.501475811004639,-16.679933547973633,-12.472900867462158,-25.158347129821777,-19.444325923919678,-33.63676071166992,-26.415750980377197,-42.115174293518066,-33.38717603683472,-50.59358787536621,-40.358601093292236,-59.072001457214355,-47.330026149749756,-67.5504150390625,-54.301451206207275,-76.02882862091064,-61.272876262664795,True,1824.0,1422.0,988.0,257.0,803.0,130.0,734.0,91.0,682.0,69.0,642.0,57.0,624.0,50.0,614.0,46.0,604.0,45.0,599.0,45.0,,,
