Disagree,Both less than 3,Both greater than 3,,rel,head,tail,Josh-Rating,Joe-Rating,Avg-Rating,sent_LM,sent_concat,misc,misc2,temp,score_LM_1,score_concat_1,score_LM_2,score_concat_2,score_LM_3,score_concat_3,score_LM_4,score_concat_4,score_LM_5,score_concat_5,score_LM_6,score_concat_6,score_LM_7,score_concat_7,score_LM_8,score_concat_8,score_LM_9,score_concat_9,score_LM_10,score_concat_10,score_LM_cluster,score_concat_cluster,top_100,rank_LM_1,rank_concat_1,rank_LM_2,rank_concat_2,rank_LM_3,rank_concat_3,rank_LM_4,rank_concat_4,rank_LM_5,rank_concat_5,rank_LM_6,rank_concat_6,rank_LM_7,rank_concat_7,rank_LM_8,rank_concat_8,rank_LM_9,rank_concat_9,rank_LM_10,rank_concat_10,rank_LM_cluster,rank_concat_cluster,score_LM_ensemble,score_concat_ensemble,rank_LM_ensemble,rank_concat_ensemble
0,,,2482,HasProperty,natural selection,evolutionary,4,4,4,[CLS] natural selection is an evolutionary . [SEP],[CLS] natural selection has property evolutionary . [SEP],29,0.277860171,-75.16080961,7.100836277,8.535111427,-1.211413383,-0.81638813,-9.523663044,-10.16788769,-17.8359127,-19.51938725,-26.14816236,-28.8708868,-34.46041203,-38.22238636,-42.77266169,-47.57388592,-51.08491135,-56.92538548,-59.39716101,-66.27688503,-67.70941067,-75.62838459,1.521486759,1.989061737,TRUE,46,34,108,44,198,82,245,114,288,142,322,162,345,180,362,192,372,200,381,211,35,34,-266.7,-136.1,223,94
0,,,1959,HasPrerequisite,basketball court,playground equipment,1,1,1,[CLS] the basketball court requires playground equipment . [SEP],[CLS] basketball court has pre ##re ##quisite playground equipment . [SEP],9,0.004018842,-74.59888988,6.984108925,6.502624035,-2.155133247,-2.558997631,-11.29437542,-11.6206193,-20.43361759,-20.68224096,-29.57285976,-29.74386263,-38.71210194,-38.80548429,-47.85134411,-47.86710596,-56.99058628,-56.92872763,-66.12982845,-65.99034929,-75.26907063,-75.05197096,-0.293592215,0.159488869,TRUE,52,135,166,111,289,128,383,152,446,163,494,174,541,185,569,193,589,195,612,200,107,106,-414.1,-163.6,362,117
0,,,2392,CapableOf,album,dvd release,2,2,2,[CLS] the album can be a dvd release . [SEP],[CLS] album capable of dvd release . [SEP],8,0.000995486,-74.64355106,3.730075836,6.561898232,-2.068088531,-2.511336327,-7.866252899,-11.58457088,-13.66441727,-20.65780544,-19.46258163,-29.73104,-25.260746,-38.80427456,-31.05891037,-47.87750912,-36.85707474,-56.95074368,-42.65523911,-66.02397823,-48.45340347,-75.09721279,-0.243027687,0.210634041,TRUE,469,128,162,108,120,126,111,151,104,162,103,173,101,186,101,194,101,196,100,201,105,103,-147.2,-162.5,110,116
1,1,0,661,UsedFor,best actor,actress,0,1,0.5,[CLS] the best actor is for the actress . [SEP],[CLS] best actor used for actress . [SEP],120,0.15200387,-74.94357644,4.627658606,6.738162279,-2.166440964,-2.388288975,-8.960540533,-11.51474023,-15.7546401,-20.64119148,-22.54873967,-29.76764274,-29.34283924,-38.89409399,-36.13693881,-48.02054524,-42.93103838,-57.1469965,-49.72513795,-66.27344775,-56.51923752,-75.39989901,-0.106676161,0.349646401,TRUE,283,117,167,101,168,122,175,150,180,164,183,180,185,187,188,198,192,199,191,206,95,94,-191.2,-162.4,153,115
1,0,0,2407,HasProperty,electric charge,magnetic,3,1,2,[CLS] the electric charge is magnetic . [SEP],[CLS] electric charge has property magnetic . [SEP],18,0.866070081,-75.7439545,7.02491188,7.723945856,1.120254993,-1.60207653,-4.784401894,-10.92809892,-10.68905878,-20.2541213,-16.59371567,-29.58014369,-22.49837255,-38.90616608,-28.40302944,-48.23218846,-34.30768633,-57.55821085,-40.21234322,-66.88423324,-46.1170001,-76.21025562,0.729429066,1.195730186,TRUE,48,58,47,71,49,107,60,140,65,155,70,181,72,193,74,201,75,215,80,232,63,60,-64,-155.3,44,106
1,1,0,2823,Causes,ra,sun god,1,2,1.5,[CLS] ra causes the sun god . [SEP],[CLS] ra causes sun god . [SEP],10,0.009285615,-75.58644214,3.288077593,6.835052013,-6.017921448,-2.374053478,-15.32392049,-11.58315897,-24.62991953,-20.79226446,-33.93591857,-30.00136995,-43.24191761,-39.21047544,-52.54791665,-48.41958094,-61.85391569,-57.62868643,-71.15991473,-66.83779192,-80.46591377,-76.04689741,-0.071777105,0.388678169,TRUE,578,106,596,98,666,125,703,153,731,170,743,188,753,195,756,206,759,212,765,226,91,91,-705,-167.9,660.5,119
0,,,1639,HasA,the definition,rule,3,3,3,[CLS] the definition contains a rule . [SEP],[CLS] the definition has a rule . [SEP],13,0.12152848,-73.2783163,6.746795893,1.978466749,0.797203064,-6.430112362,-5.152389765,-14.83869147,-11.10198259,-23.24727058,-17.05157542,-31.6558497,-23.00116825,-40.06442881,-28.95076108,-48.47300792,-34.90035391,-56.88158703,-40.84994674,-65.29016614,-46.79953957,-73.69874525,-4.327967584,-3.907538629,TRUE,65,1370,50,449,55,304,64,255,71,229,76,210,79,196,81,190,86,187,89,184,531,561,-71.6,-357.4,50,300
0,,,675,UsedFor,bass player,drummer,1,1,1,[CLS] the bass player is used to the drummer . [SEP],[CLS] bass player used for drummer . [SEP],36,0.123471684,-75.40276153,6.689866781,6.187996387,0.077893734,-2.928289413,-6.534079313,-12.04457521,-13.14605236,-21.16086102,-19.75802541,-30.27714682,-26.36999846,-39.39343262,-32.9819715,-48.50971842,-39.59394455,-57.62600422,-46.2059176,-66.74229002,-52.81789064,-75.85857582,-0.649217963,-0.193403673,TRUE,68,166,72,127,86,144,102,166,111,179,117,190,124,198,131,204,133,209,140,218,131,128,-108.4,-180.1,81,132
1,1,0,1813,HasPrerequisite,credit card,purchase,2,1,1.5,[CLS] credit card requires the purchase . [SEP],[CLS] credit card has pre ##re ##quisite purchase . [SEP],7,0.315174916,-74.91580501,5.380268097,4.771378517,-0.15983057,-4.132217407,-5.699929237,-13.03581333,-11.2400279,-21.93940926,-16.78012657,-30.84300518,-22.32022524,-39.7466011,-27.86032391,-48.65019703,-33.40042257,-57.55379295,-38.94052124,-66.45738888,-44.48061991,-75.3609848,-1.906318426,-1.46113863,TRUE,178,359,79,203,65,196,66,194,68,198,67,198,68,201,68,200,70,204,70,204,213,218,-79.9,-215.7,56,162
0,,,1774,HasA,subject,indirect object,3,3,3,[CLS] the subject has an indirect object . [SEP],[CLS] subject has a indirect object . [SEP],9,0.003318628,-76.92918732,7.258001328,8.590246201,1.875829697,-0.964997768,-3.506341934,-10.52024174,-8.888513565,-20.07548571,-14.2706852,-29.63072968,-19.65285683,-39.18597364,-25.03502846,-48.74121761,-30.41720009,-58.29646158,-35.79937172,-67.85170555,-41.18154335,-77.40694952,1.423813224,1.901575422,TRUE,42,33,28,49,35,92,39,131,42,156,48,186,49,203,51,223,52,241,52,254,39,38,-43.8,-156.8,30,109
0,,,824,UsedFor,weather,heavy rain,1,1,1,[CLS] the weather is for heavy rain . [SEP],[CLS] weather used for heavy rain . [SEP],10,0.008877989,-74.26498528,4.611657619,2.816848755,-0.223605633,-5.795646667,-5.058868885,-14.40814209,-9.894132137,-23.02063751,-14.72939539,-31.63313293,-19.56465864,-40.24562836,-24.39992189,-48.85812378,-29.23518515,-57.4706192,-34.0704484,-66.08311462,-38.90571165,-74.69561005,-3.642522812,-3.211898041,TRUE,286,964,82,361,52,275,49,241,47,228,46,215,45,206,45,199,41,197,41,195,418,427,-73.4,-308.1,51,244
0,,,2357,CapableOf,title,english translation,4,4,4,[CLS] the title can be an english translation . [SEP],[CLS] title capable of english translation . [SEP],9,0.009206776,-74.44838439,4.531383514,3.051271677,1.496366501,-5.607907772,-1.538650513,-14.26708722,-4.573667526,-22.92626667,-7.60868454,-31.58544612,-10.64370155,-40.24462557,-13.67871857,-48.90380502,-16.71373558,-57.56298447,-19.74875259,-66.22216392,-22.78376961,-74.88134336,-3.44311291,-3.010153937,TRUE,307,862,38,337,19,259,15,237,15,225,13,214,12,207,11,202,10,198,10,196,380,396,-45,-293.7,32,228
0,,,2085,HasPrerequisite,sky father,earth mother,4,4,4,[CLS] the sky father requires the earth mother . [SEP],[CLS] sky father has pre ##re ##quisite earth mother . [SEP],9,1.37E-05,-78.78259244,11.77816272,11.75776005,5.440084934,1.641519547,-0.897992849,-8.474720955,-7.236070633,-18.59096146,-13.57414842,-28.70720196,-19.9122262,-38.82344246,-26.25030398,-48.93968296,-32.58838177,-59.05592346,-38.92645955,-69.17216396,-45.26453733,-79.28840446,4.170579672,4.676391697,TRUE,3,4,7,11,15,36,27,89,36,139,49,175,57,209,67,246,69,268,73,292,7,7,-40.3,-146.9,24,100
0,,,1099,ReceivesAction,governor,removed from office,4,4,4,[CLS] the governor can be removed from office . [SEP],[CLS] governor receives action removed from office . [SEP],11,0.08522595,-75.44950446,9.317608595,4.960295439,5.607308865,-4.024039745,1.897009134,-13.00837493,-1.813290596,-21.99271011,-5.523590326,-30.9770453,-9.233890057,-39.96138048,-12.94418979,-48.94571567,-16.65448952,-57.93005085,-20.36478925,-66.91438603,-24.07508898,-75.89872122,-1.777955949,-1.32873919,TRUE,16,327,5,195,5,194,8,196,9,205,9,207,9,210,9,212,13,217,14,219,202,205,-9.7,-218.2,6,163
0,,,1201,IsA,city,major hub,4,4,4,[CLS] the city is a major hub . [SEP],[CLS] city is a major hub . [SEP],19,0.986126728,-75.0316395,4.133568764,3.718482494,-1.430186272,-5.080413818,-6.993941307,-13.87931013,-12.55769634,-22.67820644,-18.12145138,-31.47710276,-23.68520641,-40.27599907,-29.24896145,-49.07489538,-34.81271648,-57.87379169,-40.37647152,-66.67268801,-45.94022655,-75.47158432,-2.88068974,-2.440744925,TRUE,373,626,124,283,97,232,84,226,83,221,81,216,81,216,79,211,78,208,76,208,313,321,-115.6,-264.7,87,201
0,,,2165,CapableOf,artillery,infantry fire,4,4,4,[CLS] artillery can infantry fire . [SEP],[CLS] artillery capable of infantry fire . [SEP],8,0.215312439,-76.50711516,10.59958982,6.049129248,0.925468445,-3.175032139,-8.748652935,-12.39919353,-18.42277431,-21.62335491,-28.09689569,-30.8475163,-37.77101707,-40.07167768,-47.44513845,-49.29583907,-57.11925983,-58.52000046,-66.79338121,-67.74416184,-76.46750259,-76.96832323,-0.868991792,-0.407783723,TRUE,6,182,49,142,155,165,272,180,373,199,449,211,522,220,575,232,618,240,663,241,145,145,-368.2,-201.2,322.5,151
1,1,0,1220,IsA,schizophrenia,major depressive disorder,1,2,1.5,[CLS] schizophrenia is a major de ##pressive disorder . [SEP],[CLS] schizophrenia is a major de ##pressive disorder . [SEP],8,0.849914152,-77.89988265,8.429332733,8.429332733,-1.216389656,-1.216389656,-10.86211205,-10.86211205,-20.50783443,-20.50783443,-30.15355682,-30.15355682,-39.79927921,-39.79927921,-49.4450016,-49.4450016,-59.09072399,-59.09072399,-68.73644638,-68.73644638,-78.38216877,-78.38216877,1.195040941,1.677327061,TRUE,23,38,109,60,262,103,388,147,480,176,565,200,622,223,666,248,696,260,716,272,48,47,-452.7,-172.7,408.5,124
0,,,472,AtLocation,mitosis,cell division,4,4,4,[CLS] the place you are likely to find mit ##osis is in the cell division . [SEP],[CLS] mit ##osis at location cell division . [SEP],20,0.03800292,-78.7394697,8.633087158,9.541306019,-0.331134796,-0.322467804,-9.29535675,-10.18624163,-18.2595787,-20.05001545,-27.22380066,-29.91378927,-36.18802261,-39.7775631,-45.15224457,-49.64133692,-54.11646652,-59.50511074,-63.08068848,-69.36888456,-72.04491043,-79.23265839,2.143475652,2.636664343,TRUE,20,18,85,30,181,83,266,129,333,168,385,199,417,233,450,260,489,275,507,288,27,25,-313.3,-168.3,260,120
0,,,1491,IsA,garden,public park,3,3,3,[CLS] the garden is a public park . [SEP],[CLS] garden is a public park . [SEP],7,0.00447519,-75.25199066,5.631240368,1.83212018,1.530550957,-6.780629635,-2.570138454,-15.39337945,-6.670827866,-24.00612926,-10.77151728,-32.61887908,-14.87220669,-41.23162889,-18.9728961,-49.84437871,-23.07358551,-58.45712852,-27.17427492,-67.06987834,-31.27496433,-75.68262815,-4.627442181,-4.19680469,TRUE,156,1431,36,506,25,362,21,303,21,269,23,251,23,238,23,231,23,221,23,216,595,615,-37.4,-402.8,21,350
0,,,1151,ReceivesAction,function,element of a,0,0,0,[CLS] the function can be an element of a . [SEP],[CLS] function receives action element of a . [SEP],7,0.030242451,-75.51521381,0.37633729,2.183107615,-2.064167738,-6.498269081,-4.504672766,-15.17964578,-6.945177794,-23.86102247,-9.385682821,-32.54239917,-11.82618785,-41.22377586,-14.26669288,-49.90515256,-16.7071979,-58.58652925,-19.14770293,-67.26790595,-21.58820796,-75.94928265,-4.327924907,-3.893856072,TRUE,1848,1268,161,463,46,340,24,295,20,263,17,250,14,242,10,234,9,226,9,222,530,558,-215.8,-380.3,177.5,327
1,0,1,674,UsedFor,prayer,holy spirit,4,3,3.5,[CLS] the prayer is for the holy spirit . [SEP],[CLS] prayer used for holy spirit . [SEP],14,0.125243489,-78.02194049,8.625586987,7.250094891,6.152004719,-2.277506828,3.678422451,-11.80510855,1.204840183,-21.33271027,-1.268742085,-30.86031199,-3.742324352,-40.3879137,-6.21590662,-49.91551542,-8.689488888,-59.44311714,-11.16307116,-68.97071886,-13.63665342,-78.49832058,0.104393601,0.580773687,TRUE,21,86,1,94,2,136,3,171,3,201,3,221,3,243,3,257,3,266,3,276,83,80,-4.5,-195.1,1,143
0,,,322,AtLocation,bass clarinet,trombone,1,1,1,[CLS] the place you are likely to find the bass clarinet is in the trombone . [SEP],[CLS] bass clarinet at location trombone . [SEP],7,0.522363536,-77.98956603,4.871768713,7.033336401,-7.226577282,-2.466429234,-19.32492328,-11.96619487,-31.42326927,-21.4659605,-43.52161527,-30.96572614,-55.61996126,-40.46549177,-67.71830726,-49.96525741,-79.81665325,-59.46502304,-91.91499925,-68.96478868,-104.0133452,-78.46455431,-0.091487825,0.383500457,TRUE,247,98,822,104,1194,141,1370,175,1474,204,1549,225,1606,245,1640,258,1666,264,1684,274,94,92,-1325.2,-198.8,1295,146
1,1,0,942,ReceivesAction,population,standard of living,0,1,0.5,[CLS] population can be the standard of living . [SEP],[CLS] population receives action standard of living . [SEP],15,0.509942685,-79.06969546,5.364464283,8.375241995,-3.323774815,-1.395142078,-12.01201391,-11.16552615,-20.70025301,-20.93591022,-29.38849211,-30.7062943,-38.0767312,-40.47667837,-46.7649703,-50.24706244,-55.4532094,-60.01744652,-64.1414485,-69.78783059,-72.8296876,-79.55821466,1.04745394,1.535973144,TRUE,179,40,263,62,349,112,397,158,430,192,461,226,490,250,509,267,521,284,532,297,53,50,-413.1,-188.8,361,136
0,,,2952,Causes,control system,engine,1,1,1,[CLS] the control system causes the engine . [SEP],[CLS] control system causes engine . [SEP],13,0.000243241,-78.7936271,1.279545307,7.024066925,-8.467011452,-2.564502239,-18.21356821,-12.1530714,-27.96012497,-21.74164057,-37.70668173,-31.33020973,-47.45323849,-40.9187789,-57.19979525,-50.50734806,-66.94635201,-60.09591722,-76.69290876,-69.68448639,-86.43946552,-79.27305555,-0.167359948,0.31206851,TRUE,1382,99,1075,112,1034,151,1008,188,1006,216,1004,242,998,259,995,271,985,281,987,290,99,99,-1047.4,-210.9,1016,158
0,,,2106,CapableOf,rock music,punk rock,4,4,4,[CLS] rock music can be punk rock . [SEP],[CLS] rock music capable of punk rock . [SEP],13,0.771448567,-80.49172404,9.169674397,10.2937007,1.943792343,0.15007782,-5.28208971,-9.993545055,-12.50797176,-20.13716793,-19.73385382,-30.28079081,-26.95973587,-40.42441368,-34.18561792,-50.56803656,-41.41149998,-60.71165943,-48.63738203,-70.85528231,-55.86326408,-80.99890518,2.685983539,3.193164682,TRUE,18,11,27,20,59,79,83,134,110,180,126,222,144,261,161,285,177,307,186,332,15,14,-109.1,-183.1,82,133
1,0,0,538,AtLocation,reactive power,load,3,0,1.5,[CLS] something you find in a load is reactive power . [SEP],[CLS] reactive power at location load . [SEP],7,0.010621808,-78.79240179,6.999002218,6.792929173,-2.37831068,-2.769677639,-11.75562358,-12.33228445,-21.13293648,-21.89489126,-30.51024938,-31.45749807,-39.88756227,-41.02010489,-49.26487517,-50.5827117,-58.64218807,-60.14531851,-68.01950097,-69.70792532,-77.39681387,-79.27053213,-0.379025936,0.099104404,TRUE,49,110,184,120,329,161,430,193,501,219,569,245,607,262,653,272,673,283,689,289,114,113,-468.4,-215.4,423,161
1,0,0,795,UsedFor,hip hop,reggae,1,3,2,[CLS] you can use hip hop to reggae . [SEP],[CLS] hip hop used for reggae . [SEP],34,0.019045874,-79.35414586,10.44382071,7.188027382,1.724400043,-2.481489182,-6.995020628,-12.15100574,-15.7144413,-21.82052231,-24.43386197,-31.49003887,-33.15328264,-41.15955544,-41.87270331,-50.829072,-50.59212399,-60.49858856,-59.31154466,-70.16810513,-68.03096533,-79.83762169,-0.064110041,0.419365788,TRUE,7,88,31,107,98,150,173,190,229,222,276,248,316,271,347,281,370,293,390,303,90,90,-223.7,-215.3,190.5,160
1,0,1,2097,HasPrerequisite,observation deck,tower,3,4,3.5,[CLS] the observation deck requires a tower . [SEP],[CLS] observation deck has pre ##re ##quisite tower . [SEP],7,3.14E-07,-80.66667042,4.65828371,9.094068527,-3.91727066,-0.935064316,-12.49282503,-10.96419716,-21.0683794,-20.99333,-29.64393377,-31.02246284,-38.21948814,-41.05159569,-46.79504251,-51.08072853,-55.37059689,-61.10986137,-63.94615126,-71.13899422,-72.52170563,-81.16812706,1.572218895,2.073675537,TRUE,277,26,309,48,375,108,425,160,450,206,470,246,491,273,503,301,513,315,523,338,33,31,-433.6,-202.1,386.5,152
0,,,1698,HasA,general manager,position,4,4,4,[CLS] the general manager has a position . [SEP],[CLS] general manager has a position . [SEP],29,0.05202893,-78.21844991,5.178576469,3.253962755,-0.746294498,-5.849100113,-6.671165466,-14.95216298,-12.59603643,-24.05522585,-18.5209074,-33.15828872,-24.44577837,-42.26135159,-30.37064934,-51.36441445,-36.29552031,-60.46747732,-42.22039127,-69.57054019,-48.14526224,-78.67360306,-3.573334396,-3.118181252,TRUE,200,770,92,370,92,314,86,305,89,295,91,288,96,282,97,279,97,279,96,280,402,414,-103.6,-346.2,75,282
1,1,0,2915,Causes,northern end,north,1,0,0.5,[CLS] northern end causes north . [SEP],[CLS] northern end causes north . [SEP],12,0.0008415,-79.88964875,6.429584503,6.429584503,-3.215022564,-3.215022564,-12.85962963,-12.85962963,-22.5042367,-22.5042367,-32.14884377,-32.14884377,-41.79345083,-41.79345083,-51.4380579,-51.4380579,-61.08266497,-61.08266497,-70.72727203,-70.72727203,-80.3718791,-80.3718791,-0.803870797,-0.321640444,TRUE,87,145,250,146,412,187,531,218,623,249,678,272,718,284,735,300,752,305,760,313,142,139,-554.6,-241.9,504,180
1,1,0,380,AtLocation,electromagnetic radiation,electromagnetic spectrum,1,2,1.5,[CLS] something you find in the electromagnetic spectrum is electromagnetic radiation . [SEP],[CLS] electromagnetic radiation at location electromagnetic spectrum . [SEP],8,0.170423675,-80.78050578,4.948683023,7.605007648,-2.030998707,-2.270468712,-9.010680437,-12.14594507,-15.99036217,-22.02142143,-22.9700439,-31.89689779,-29.94972563,-41.77237415,-36.92940736,-51.64785051,-43.90908909,-61.52332687,-50.88877082,-71.39880323,-57.86845255,-81.27427959,0.198400378,0.692174196,TRUE,235,66,159,92,171,149,183,198,191,238,195,271,196,291,199,311,200,328,201,342,74,71,-193,-228.6,155,172
0,,,1250,IsA,tax,state income,4,4,4,[CLS] the tax is a state income . [SEP],[CLS] tax is a state income . [SEP],20,0.638017703,-79.99756329,9.388199806,5.752342701,1.773672104,-3.828652382,-5.840855598,-13.40964746,-13.4553833,-22.99064255,-21.069911,-32.57163763,-28.68443871,-42.15263271,-36.29896641,-51.7336278,-43.91349411,-61.31462288,-51.52802181,-70.89561796,-59.14254951,-80.47661304,-1.433403611,-0.954353857,TRUE,14,212,29,182,67,209,109,239,139,265,165,278,189,299,200,304,209,309,222,317,182,182,-134.3,-261.4,105,196
1,0,0,2188,CapableOf,prime minister,governor general,1,4,2.5,[CLS] a prime minister can be governor general . [SEP],[CLS] prime minister capable of governor general . [SEP],16,0.150223452,-83.35552471,10.10322762,12.24698973,1.75333786,1.565144539,-6.596551895,-9.116700649,-14.94644165,-19.79854584,-23.29633141,-30.48039103,-31.64622116,-41.16223621,-39.99611092,-51.8440814,-48.34600067,-62.52592659,-56.69589043,-73.20777178,-65.04578018,-83.88961697,4.235605836,4.769698095,TRUE,8,3,30,13,89,56,148,119,198,185,230,249,266,302,291,343,312,366,332,392,6,6,-190.4,-202.8,150,153
0,,,926,ReceivesAction,energy,dissipated as heat,4,4,4,[CLS] the energy can be dissipated as heat . [SEP],[CLS] energy receives action dissipated as heat . [SEP],12,0.618704047,-80.62405217,7.477551699,5.564197063,4.38608551,-4.065774918,1.294619322,-13.6957469,-1.796846867,-23.32571888,-4.888313055,-32.95569086,-7.979779243,-42.58566284,-11.07124543,-52.21563482,-14.16271162,-61.8456068,-17.25417781,-71.47557878,-20.345644,-81.10555077,-1.658281922,-1.176783323,TRUE,36,243,12,198,8,222,7,259,8,284,8,303,8,309,8,320,8,332,8,336,192,193,-11.1,-280.6,8,214
1,1,0,1094,ReceivesAction,council,form of government,0,1,0.5,[CLS] council can be a form of government . [SEP],[CLS] council receives action form of government . [SEP],15,0.092805036,-80.22340267,5.962731361,4.580825329,0.259456158,-4.894507408,-5.443819046,-14.36984015,-11.14709425,-23.84517288,-16.85036945,-33.32050562,-22.55364466,-42.79583836,-28.25691986,-52.27117109,-33.96019506,-61.74650383,-39.66347027,-71.22183657,-45.36674547,-80.6971693,-2.525674224,-2.051907587,TRUE,118,414,61,262,63,274,65,294,69,305,71,313,70,314,73,317,73,322,74,325,272,273,-73.7,-314,52.5,251.5
0,,,1587,HasA,limited partnership,limited liability,4,4,4,[CLS] the limited partnership has a limited liability . [SEP],[CLS] limited partnership has a limited liability . [SEP],8,0.243738715,-81.84008374,11.15735292,7.513679504,5.048894405,-2.469981194,-1.059564114,-12.45364189,-7.168022633,-22.43730259,-13.27648115,-32.42096329,-19.38493967,-42.40462399,-25.49339819,-52.38828468,-31.60185671,-62.37194538,-37.71031523,-72.35560608,-43.81877375,-82.33926678,0.025933981,0.525117016,TRUE,5,70,9,105,16,168,25,215,33,260,42,297,52,316,54,339,64,351,67,360,88,84,-36.7,-248.1,20,182
1,0,0,887,UsedFor,plural form,word,4,1,2.5,[CLS] the plural form is used for the word . [SEP],[CLS] plural form used for word . [SEP],21,0.000679987,-81.90459731,3.053987503,7.625784397,-2.227350712,-2.377610207,-7.508688927,-12.38100481,-12.79002714,-22.38439941,-18.07136536,-32.38779402,-23.35270357,-42.39118862,-28.63404179,-52.39458323,-33.91538,-62.39797783,-39.19671822,-72.40137243,-44.47805643,-82.40476704,0.123238444,0.623408175,TRUE,658,65,173,99,113,162,94,211,82,258,78,294,76,318,71,340,71,353,69,361,81,76,-148.5,-246.1,113,181
0,,,1818,HasPrerequisite,vegetable protein,meat,1,1,1,[CLS] vegetable protein requires meat . [SEP],[CLS] vegetable protein has pre ##re ##quisite meat . [SEP],7,0.247801831,-82.10851121,4.055145264,7.423112392,-6.807476997,-2.580420971,-17.67009926,-12.58395433,-28.53272152,-22.5874877,-39.39534378,-32.59102106,-50.25796604,-42.59455442,-61.1205883,-52.59808779,-71.98321056,-62.60162115,-82.84583282,-72.60515451,-93.70845509,-82.60868788,-0.07953763,0.420639038,TRUE,397,75,727,113,944,173,1065,220,1125,267,1165,305,1203,326,1229,345,1253,356,1265,366,93,89,-1037.3,-254.6,999,192
0,,,1824,HasPrerequisite,air force,pilot,4,4,4,[CLS] the air force requires a pilot . [SEP],[CLS] air force has pre ##re ##quisite pilot . [SEP],11,0.176701111,-80.6488122,4.757665157,4.203687668,-0.19766593,-5.277038574,-5.152997017,-14.75776482,-10.1083281,-24.23849106,-15.06365919,-33.7192173,-20.01899028,-43.19994354,-24.97432137,-52.68066978,-29.92965245,-62.16139603,-34.88498354,-71.64212227,-39.84031463,-81.12284851,-2.906857014,-2.432820702,TRUE,262,506,81,303,56,301,52,314,50,318,51,324,48,329,48,328,48,337,48,337,316,319,-74.4,-339.7,54,274
1,0,0,2568,HasProperty,third eye,forehead,1,4,2.5,[CLS] the third eye is the forehead . [SEP],[CLS] third eye has property forehead . [SEP],11,0.074406751,-83.86458433,3.392050743,10.08365297,-3.42880249,-0.413356781,-10.24965572,-10.91036654,-17.07050896,-21.40737629,-23.89136219,-31.90438604,-30.71221542,-42.4013958,-37.53306866,-52.89840555,-44.35392189,-63.39541531,-51.17477512,-73.89242506,-57.99562836,-84.38943481,2.210895658,2.735746145,TRUE,547,12,272,33,230,105,215,172,216,239,215,296,211,337,207,363,203,382,203,399,24,19,-251.9,-233.8,209,176
1,0,1,2537,HasProperty,first day,month,4,3,3.5,[CLS] the first day is a month . [SEP],[CLS] first day has property month . [SEP],99,0.12290421,-83.02866879,2.805271387,7.194892883,-3.978180885,-2.885951996,-10.76163316,-12.96679688,-17.54508543,-23.04764175,-24.3285377,-33.12848663,-31.11198997,-43.20933151,-37.89544225,-53.29017639,-44.67889452,-63.37102127,-51.46234679,-73.45186615,-58.24579906,-83.53271103,-0.365740776,0.138301468,TRUE,733,87,319,124,253,192,236,245,225,294,222,325,219,346,214,361,208,371,206,381,113,108,-283.5,-272.6,239.5,205.5
0,,,1081,ReceivesAction,species,danger of extinction,4,4,4,[CLS] species can be the danger of extinction . [SEP],[CLS] species receives action danger of extinction . [SEP],10,0.11402439,-83.30643387,-0.44362402,7.688504696,-14.32530308,-2.478527546,-28.20698214,-12.64555979,-42.08866119,-22.81259203,-55.97034025,-32.97962427,-69.85201931,-43.14665651,-83.73369837,-53.31368876,-97.61537743,-63.480721,-111.4970565,-73.64775324,-125.3787355,-83.81478548,0.063230515,0.571582127,TRUE,2269,62,2402,106,2407,180,2392,232,2382,288,2384,321,2380,347,2382,364,2379,376,2378,390,87,82,-2375.5,-266.6,2431,203
0,,,605,UsedFor,lake,recreation area,4,4,4,[CLS] the lake can be used for a recreation area . [SEP],[CLS] lake used for recreation area . [SEP],7,0.659981855,-80.82474346,5.732053518,1.72144413,3.37422967,-7.50159359,1.016405821,-16.72463131,-1.341418028,-25.94766903,-3.699241877,-35.17070675,-6.057065725,-44.39374447,-8.414889574,-53.61678219,-10.77271342,-62.83981991,-13.13053727,-72.06285763,-15.48836112,-81.28589535,-5.19583416,-4.734682274,TRUE,139,1476,15,630,10,471,6,411,5,386,5,366,5,355,4,351,4,343,4,343,711,738,-19.7,-513.2,11,453
0,,,2150,CapableOf,society,political system,4,4,4,[CLS] society can be a political system . [SEP],[CLS] society capable of political system . [SEP],14,0.275935492,-82.08362857,4.992566586,3.986527205,0.07901907,-5.630249977,-4.834528446,-15.24702716,-9.748075962,-24.86380434,-14.66162348,-34.48058152,-19.57517099,-44.0973587,-24.48871851,-53.71413589,-29.40226603,-63.33091307,-34.31581354,-72.94769025,-39.22936106,-82.56446743,-3.226055682,-2.745216823,TRUE,228,553,71,340,50,346,46,347,44,353,47,351,47,360,46,359,46,362,43,364,357,359,-66.8,-373.5,47,319
1,0,0,1216,IsA,example,user interface,3,0,1.5,[CLS] an example is the user interface . [SEP],[CLS] example is a user interface . [SEP],10,0.86527434,-81.08650744,-0.084000587,1.563910007,-5.082690716,-7.670773506,-10.08138084,-16.90545702,-15.08007097,-26.14014053,-20.0787611,-35.37482405,-25.07745123,-44.60950756,-30.07614136,-53.84419107,-35.07483149,-63.07887459,-40.07352161,-72.3135581,-45.07221174,-81.54824162,-5.362102628,-4.900368452,TRUE,2094,1558,460,655,220,482,152,426,116,395,99,375,91,361,82,357,74,349,71,344,759,781,-345.9,-530.2,299,472
